customer_id,name,email,phone,city,province,registration_date,gender,age_group
CUST0225,Hana Ginting,hanaginting167@yahoo.com,085710405411,Bekasi,Jawa Barat,2021-12-15,Female,35-44
CUST0226,Putri Tarigan,putritarigan347@gmail.com,087897062962,Surabaya,Jawa Timur,2021-07-27,Female,25-34
CUST0227,Pandu Tarigan,pandutarigan272@gmail.com,089544310698,Pekanbaru,Riau,2021-11-11,Male,18-24
CUST0228,Rina Fauzi,rinafauzi492@gmail.com,082210324171,Malang,Jawa Timur,2023-03-26,Female,25-34
CUST0229,Toni Nugroho,toninugroho397@gmail.com,082156527047,Padang,Sumatera Barat,2022-06-24,Male,18-24
CUST0230,Ayu Anggraini,ayuanggraini88@gmail.com,089558693806,Banjarmasin,Kalimantan Selatan,2023-05-08,Female,45+
CUST0231,Putra Ginting,putraginting488@yahoo.com,085216089899,Makassar,Sulawesi Selatan,2021-09-04,Male,45+
CUST0232,Rani Susanti,ranisusanti130@yahoo.com,,Bandung,Jawa Barat,2021-06-28,Female,25-34
CUST0233,Nadia Rahmawati,nadiarahmawati470@gmail.com,081299861622,Manado,Sulawesi Utara,2024-04-19,Female,25-34
CUST0234,Hendra Santoso,hendrasantoso799@gmail.com,081348564679,Pontianak,Kalimantan Barat,2023-08-27,Male,18-24
CUST0235,Indah Cahyani,indahcahyani698@gmail.com,089660653074,Tangerang,Banten,2021-02-11,Female,25-34
CUST0236,Galih Rahmawati,galihrahmawati879@gmail.com,089613247546,Pontianak,Kalimantan Barat,2024-08-15,Male,18-24
CUST0237,Mega Manurung,megamanurung889@gmail.com,085308214862,Banjarmasin,Kalimantan Selatan,2024-03-10,Female,18-24
CUST0238,Sari Setiawan,sarisetiawan34@yahoo.com,085705345786,Medan,Sumatera Utara,2024-10-27,Female,18-24
CUST0239,Olivia Sinaga,oliviasinaga984@yahoo.com,085798552414,Jakarta,DKI Jakarta,2023-03-03,Female,18-24
CUST0240,Raka Susanti,rakasusanti663@yahoo.com,082234680072,Yogyakarta,DI Yogyakarta,2024-05-16,Male,35-44
CUST0241,Olivia Yulianti,oliviayulianti434@outlook.com,085657437489,Depok,Jawa Barat,2024-04-12,Female,18-24
CUST0242,Shinta Ramadhan,shintaramadhan663@gmail.com,087894417154,Bekasi,Jawa Barat,2022-07-22,Female,25-34
CUST0243,Maulana Yulianti,maulanayulianti154@yahoo.com,085830965207,Malang,Jawa Timur,2022-06-16,Male,45+
CUST0244,Ratna Pratama,ratnapratama726@gmail.com,087835387584,Yogyakarta,DI Yogyakarta,2024-09-08,Female,35-44
CUST0245,Lina Pohan,linapohan759@yahoo.com,085282513534,Bogor,Jawa Barat,2022-11-10,Female,25-34
CUST0246,Anton Kurniawan,antonkurniawan55@gmail.com,089599917381,Depok,Jawa Barat,2023-12-22,Male,25-34
CUST0247,Indah Lestari,indahlestari351@yahoo.com,085697252175,Yogyakarta,DI Yogyakarta,2022-10-04,Female,25-34
CUST0248,Tika Susanti,tikasusanti591@yahoo.com,082171296666,Pekanbaru,Riau,2023-02-25,Female,18-24
CUST0249,Hasna Ramadhan,hasnaramadhan914@gmail.com,085383003354,Makassar,Sulawesi Selatan,2021-07-30,Female,25-34
CUST0250,Reza Hidayat,rezahidayat306@gmail.com,085278985625,Pekanbaru,Riau,2023-01-06,Male,35-44
CUST0251,Cinta Wijaya,cintawijaya230@yahoo.com,089623098215,Surabaya,Jawa Timur,2023-02-08,Female,35-44
CUST0252,Mawar Cahyani,mawarcahyani609@gmail.com,081210016761,Balikpapan,Kalimantan Timur,2022-06-02,Female,25-34
CUST0253,Alya Saputra,alyasaputra431@outlook.com,089518499261,Banjarmasin,Kalimantan Selatan,2024-06-19,Female,18-24
CUST0254,Lina Manurung,linamanurung624@yahoo.com,082248356420,Balikpapan,Kalimantan Timur,2023-10-14,Female,45+
CUST0255,Putra Hasanah,putrahasanah3@yahoo.com,081211972181,Medan,Sumatera Utara,2022-06-09,Male,25-34
CUST0256,Yuli Hakim,yulihakim52@gmail.com,081320455611,Surabaya,Jawa Timur,2021-01-20,Female,35-44
CUST0257,Reza Hasanah,rezahasanah916@outlook.com,085794155216,Depok,Jawa Barat,2023-07-24,Male,25-34
CUST0258,Hana Halim,hanahalim116@yahoo.com,082102169797,Yogyakarta,DI Yogyakarta,2024-06-05,Female,25-34
CUST0259,Dewi Lestari,dewilestari943@gmail.com,085716701450,Banjarmasin,Kalimantan Selatan,2024-03-26,Female,35-44
CUST0260,Shinta Hasanah,shintahasanah536@gmail.com,089691637562,Balikpapan,Kalimantan Timur,2024-06-09,Female,18-24
CUST0261,Reza Siregar,rezasiregar873@gmail.com,,Banjarmasin,Kalimantan Selatan,2022-04-02,Male,25-34
CUST0262,Anggi Nugroho,angginugroho455@gmail.com,087871775170,Medan,Sumatera Utara,2023-04-07,Female,25-34
CUST0263,Budi Nugroho,budinugroho987@gmail.com,087848837550,Palembang,Sumatera Selatan,2023-07-20,Male,25-34
CUST0264,Teguh Pohan,teguhpohan734@outlook.com,085711305548,Banjarmasin,Kalimantan Selatan,2023-02-05,Male,35-44
CUST0265,Rani Manurung,ranimanurung842@yahoo.com,089661493316,Semarang,Jawa Tengah,2023-07-26,Female,35-44
CUST0266,Salsa Santoso,salsasantoso48@gmail.com,089591779827,Jakarta,DKI Jakarta,2023-12-23,Female,35-44
CUST0267,Yoga Sari,yogasari947@gmail.com,085829221699,Bekasi,Jawa Barat,2023-10-30,Male,35-44
CUST0268,Olivia Suryadi,oliviasuryadi408@outlook.com,085347226984,Balikpapan,Kalimantan Timur,2022-10-05,Female,35-44
CUST0269,Ridho Susanti,ridhosusanti215@yahoo.com,087845228851,Tangerang,Banten,2024-02-26,Male,25-34
CUST0270,Satrio Halim,satriohalim293@gmail.com,,Semarang,Jawa Tengah,2022-07-01,Male,35-44
CUST0271,Yuli Hakim,yulihakim860@yahoo.com,081243805719,Balikpapan,Kalimantan Timur,2022-04-05,Female,35-44
CUST0272,Hadi Siregar,hadisiregar710@outlook.com,089506665800,Denpasar,Bali,2022-02-20,Male,25-34
CUST0273,Rio Hartono,riohartono774@outlook.com,087889334721,Yogyakarta,DI Yogyakarta,2021-12-22,Male,35-44
CUST0274,Sri Tanjung,sritanjung570@outlook.com,085222940572,Surabaya,Jawa Timur,2021-11-11,Female,45+
CUST0275,Raka Cahyani,rakacahyani503@outlook.com,087885158328,Bandung,Jawa Barat,2023-11-01,Male,18-24
CUST0276,Cinta Nugroho,cintanugroho227@outlook.com,082255543987,Balikpapan,Kalimantan Timur,2024-08-22,Female,18-24
CUST0277,Rio Suryadi,riosuryadi941@gmail.com,087830561648,Malang,Jawa Timur,2021-02-20,Male,45+
CUST0278,Faisal Siregar,faisalsiregar457@gmail.com,085704358112,Balikpapan,Kalimantan Timur,2023-12-29,Male,18-24
CUST0279,Shinta Susanti,shintasusanti856@gmail.com,081338612075,Surabaya,Jawa Timur,2021-06-29,Female,18-24
CUST0280,Citra Tarigan,citratarigan589@gmail.com,082246676650,Depok,Jawa Barat,2024-10-10,Female,18-24
CUST0281,Hasna Cahyani,hasnacahyani775@gmail.com,089690158144,Pontianak,Kalimantan Barat,2021-06-27,Female,25-34
CUST0282,Rendi Iskandar,rendiiskandar486@gmail.com,,Tangerang,Banten,2021-01-23,Male,25-34
CUST0283,Rizky Pratama,rizkypratama587@gmail.com,087868814353,Bogor,Jawa Barat,2024-08-15,Male,35-44
CUST0284,Mira Hartono,mirahartono855@gmail.com,085231290878,Bandung,Jawa Barat,2022-08-19,Female,35-44
CUST0285,Sari Sari,sarisari975@gmail.com,085352314913,Bekasi,Jawa Barat,2023-09-23,Female,25-34
CUST0286,Galih Sari,galihsari580@yahoo.com,087855620533,Bogor,Jawa Barat,2022-07-21,Male,35-44
CUST0287,Hasna Hasanah,hasnahasanah474@gmail.com,,Denpasar,Bali,2021-10-14,Female,35-44
CUST0288,Hasna Hidayat,hasnahidayat914@gmail.com,081280996930,Balikpapan,Kalimantan Timur,2022-06-18,Female,25-34
CUST0289,Putra Anggraini,putraanggraini402@outlook.com,082294278816,Tangerang,Banten,2023-10-26,Male,18-24
CUST0290,Gita Maharani,gitamaharani144@gmail.com,085722992750,Palembang,Sumatera Selatan,2023-09-26,Female,18-24
CUST0291,Diah Pratama,diahpratama531@yahoo.com,085367700518,Denpasar,Bali,2022-06-24,Female,25-34
CUST0292,Rendi Saputri,rendisaputri602@outlook.com,,Tangerang,Banten,2023-09-25,Male,35-44
CUST0293,Budi Siregar,budisiregar451@yahoo.com,082131843222,Tangerang,Banten,2024-05-17,Male,35-44
CUST0294,Diah Halim,diahhalim738@outlook.com,081377739260,Palembang,Sumatera Selatan,2021-03-30,Female,18-24
CUST0295,Fajar Siregar,fajarsiregar913@gmail.com,087820242869,Manado,Sulawesi Utara,2024-07-29,Male,18-24
CUST0296,Satrio Fauzi,satriofauzi222@gmail.com,085797723692,Manado,Sulawesi Utara,2022-01-08,Male,25-34
CUST0297,Rani Hasanah,ranihasanah611@gmail.com,087813662103,Banjarmasin,Kalimantan Selatan,2023-10-30,Female,35-44
CUST0298,Teguh Santoso,teguhsantoso488@yahoo.com,087890881172,Pontianak,Kalimantan Barat,2024-01-10,Male,35-44
CUST0299,Raka Tanjung,rakatanjung431@gmail.com,085308637659,Manado,Sulawesi Utara,2021-07-20,Male,25-34
CUST0300,Vera Hartono,verahartono291@gmail.com,087886430098,Medan,Sumatera Utara,2023-12-01,Female,18-24
CUST0301,Rian Putri,rianputri371@gmail.com,081326944869,Tangerang,Banten,2024-06-07,Male,25-34
CUST0302,Daffa Susanti,daffasusanti566@gmail.com,085872588744,Manado,Sulawesi Utara,2022-12-07,Male,35-44
CUST0303,Wulan Kurniawan,wulankurniawan458@yahoo.com,089621386589,Surabaya,Jawa Timur,2021-11-26,Female,25-34
CUST0304,Bambang Anggraini,bambanganggraini949@gmail.com,087861143519,Surabaya,Jawa Timur,2023-02-27,Male,45+
CUST0305,Karina Hutapea,karinahutapea729@outlook.com,087802770384,Semarang,Jawa Tengah,2021-03-10,Female,35-44
CUST0306,Alya Hartono,alyahartono174@gmail.com,089505302146,Tangerang,Banten,2024-10-03,Female,25-34
CUST0307,Bagus Saputra,bagussaputra942@gmail.com,081384895543,Pontianak,Kalimantan Barat,2022-02-03,Male,25-34
CUST0308,Siti Hakim,sitihakim417@yahoo.com,085818184518,Denpasar,Bali,2024-01-07,Female,35-44
CUST0309,Rian Sinaga,riansinaga577@gmail.com,085735779071,Denpasar,Bali,2021-05-19,Male,25-34
CUST0310,Doni Hartono,donihartono423@outlook.com,085388043416,Bekasi,Jawa Barat,2021-06-05,Male,25-34
CUST0311,Nadia Aprilia,nadiaaprilia916@yahoo.com,087842373334,Semarang,Jawa Tengah,2022-04-15,Female,18-24
CUST0312,Gita Aprilia,gitaaprilia798@yahoo.com,081311790807,Tangerang,Banten,2024-06-25,Female,25-34
CUST0313,Irfan Rahmawati,irfanrahmawati188@gmail.com,085846392086,Pekanbaru,Riau,2024-01-13,Male,18-24
CUST0314,Nabila Wardani,nabilawardani124@gmail.com,,Medan,Sumatera Utara,2022-10-29,Female,25-34
CUST0315,Adi Tarigan,aditarigan243@outlook.com,085279552763,Bogor,Jawa Barat,2024-12-06,Male,35-44
CUST0316,Cinta Rahmawati,cintarahmawati185@gmail.com,087829314386,Depok,Jawa Barat,2022-02-06,Female,18-24
CUST0317,Dimas Pohan,dimaspohan181@gmail.com,085672885744,Balikpapan,Kalimantan Timur,2024-03-08,Male,18-24
CUST0318,Rani Setiawan,ranisetiawan834@yahoo.com,085271754558,Balikpapan,Kalimantan Timur,2022-06-12,Female,25-34
CUST0319,Bella Utami,bellautami591@yahoo.com,087882455877,Bandung,Jawa Barat,2023-02-20,Female,25-34
CUST0320,Indah Maharani,indahmaharani432@outlook.com,089599611253,Bekasi,Jawa Barat,2022-10-11,Female,35-44
CUST0321,Teguh Iskandar,baguspermata248@gmail.com,085759876220,Makassar,Sulawesi Selatan,2022-04-26,Male,35-44
CUST0322,Rian Nugroho,riannugroho171@yahoo.com,085611178006,Banjarmasin,Kalimantan Selatan,2021-06-20,Male,18-24
CUST0323,Bambang Saputri,bambangsaputri235@outlook.com,082247228200,Tangerang,Banten,2022-10-29,Male,35-44
CUST0324,Mawar Rahmawati,mawarrahmawati456@gmail.com,082182997968,Balikpapan,Kalimantan Timur,2022-09-27,Female,45+
CUST0325,Diah Nugroho,diahnugroho316@gmail.com,085364240082,Tangerang,Banten,2022-08-11,Female,25-34
CUST0326,Zahra Pohan,zahrapohan10@outlook.com,085649308536,Balikpapan,Kalimantan Timur,2023-06-15,Female,25-34
CUST0327,Ratna Saputri,ratnasaputri226@gmail.com,085216389448,Denpasar,Bali,2023-04-26,Female,18-24
CUST0328,Wulan Fauzi,wulanfauzi653@gmail.com,085797497350,Makassar,Sulawesi Selatan,2021-04-12,Female,45+
CUST0329,Lina Fauzi,linafauzi129@outlook.com,089670312073,Bekasi,Jawa Barat,2023-05-11,Female,25-34
CUST0330,Faisal Simbolon,faisalsimbolon339@gmail.com,081320461872,Semarang,Jawa Tengah,2022-05-28,Male,35-44
CUST0331,Rizky Suryadi,rizkysuryadi790@gmail.com,085730371837,Depok,Jawa Barat,2024-10-27,Male,45+
CUST0332,Reza Pratama,rezapratama534@gmail.com,081347435031,Palembang,Sumatera Selatan,2024-07-20,Male,25-34
CUST0333,Tika Sari,tikasari406@gmail.com,082200979251,Palembang,Sumatera Selatan,2021-11-19,Female,25-34
CUST0334,Surya Setiawan,suryasetiawan365@gmail.com,089528127358,Tangerang,Banten,2023-06-18,Male,35-44
CUST0335,Anggun Aprilia,anggunaprilia257@yahoo.com,081277848739,Yogyakarta,DI Yogyakarta,2024-01-19,Female,25-34
CUST0336,Bayu Utami,bayuutami165@gmail.com,081382744857,Jakarta,DKI Jakarta,2024-07-30,Male,25-34
CUST0337,Andi Cahyani,andicahyani795@outlook.com,087835186387,Balikpapan,Kalimantan Timur,2021-11-12,Male,25-34
CUST0338,Karina Putri,karinaputri99@gmail.com,085810220317,Semarang,Jawa Tengah,2021-07-22,Female,18-24
CUST0339,Rendi Manurung,rendimanurung639@gmail.com,089694053910,Semarang,Jawa Tengah,2024-09-04,Male,25-34
CUST0340,Bambang Simbolon,bambangsimbolon370@gmail.com,085865094801,Malang,Jawa Timur,2021-06-09,Male,45+
CUST0341,Hendra Santoso,hendrasantoso545@yahoo.com,085633839288,Bogor,Jawa Barat,2021-08-05,Male,35-44
CUST0342,Bintang Simbolon,bintangsimbolon905@gmail.com,081322868528,Pontianak,Kalimantan Barat,2023-06-27,Male,45+
CUST0343,Hasan Putri,hasanputri423@outlook.com,089565939836,Balikpapan,Kalimantan Timur,2022-06-05,Male,25-34
CUST0344,Cinta Saputra,cintasaputra292@gmail.com,087808240433,Bekasi,Jawa Barat,2021-02-14,Female,35-44
CUST0345,Bayu Tarigan,bayutarigan570@gmail.com,087892107522,Denpasar,Bali,2023-01-22,Male,35-44
CUST0346,Citra Yulianti,citrayulianti585@gmail.com,085693157279,Medan,Sumatera Utara,2024-05-04,Female,25-34
CUST0347,Risma Saputri,rismasaputri799@gmail.com,081255661390,Depok,Jawa Barat,2021-04-21,Female,25-34
CUST0348,Mawar Ginting,mawarginting335@yahoo.com,085832067998,Bandung,Jawa Barat,2022-03-31,Female,25-34
CUST0349,Dimas Lestari,dimaslestari85@outlook.com,085790864168,Bogor,Jawa Barat,2024-11-30,Male,18-24
CUST0350,Melati Permata,melatipermata405@gmail.com,089593898331,Denpasar,Bali,2023-05-31,Female,25-34
CUST0351,Bambang Kurniawan,bambangkurniawan434@gmail.com,085353559042,Tangerang,Banten,2024-06-16,Male,35-44
CUST0352,Dani Anggraini,danianggraini46@gmail.com,082235211039,Makassar,Sulawesi Selatan,2022-08-13,Male,18-24
CUST0353,Rizky Yulianti,rizkyyulianti483@gmail.com,081253833884,Balikpapan,Kalimantan Timur,2023-09-17,Male,25-34
CUST0354,Rian Wijaya,rianwijaya597@gmail.com,,Denpasar,Bali,2021-04-19,Male,25-34
CUST0355,Joko Saputri,jokosaputri679@outlook.com,089551046368,Medan,Sumatera Utara,2022-10-09,Male,25-34
CUST0356,Bambang Wardani,bambangwardani513@yahoo.com,085780038457,Depok,Jawa Barat,2021-11-18,Male,18-24
CUST0357,Nanda Yulianti,nandayulianti514@yahoo.com,085204608432,Bekasi,Jawa Barat,2023-03-16,Male,35-44
CUST0358,Anggun Hutapea,anggunhutapea894@gmail.com,089536392649,Bekasi,Jawa Barat,2023-07-09,Female,25-34
CUST0359,Wulan Sari,wulansari701@gmail.com,,Bekasi,Jawa Barat,2021-05-19,Female,25-34
CUST0360,Rizky Wardani,rizkywardani860@outlook.com,082105664742,Semarang,Jawa Tengah,2021-08-07,Male,18-24
CUST0361,Gita Cahyani,gitacahyani621@outlook.com,087893933051,Pekanbaru,Riau,2021-10-02,Female,25-34
CUST0362,Ferdi Ramadhan,ferdiramadhan873@yahoo.com,085677223306,Jakarta,DKI Jakarta,2022-07-07,Male,45+
CUST0363,Shinta Permata,shintapermata68@yahoo.com,082179757366,Surabaya,Jawa Timur,2024-05-30,Female,35-44
CUST0364,Nadia Iskandar,nadiaiskandar962@gmail.com,089699880817,Padang,Sumatera Barat,2021-03-28,Female,35-44
CUST0365,Mawar Iskandar,mawariskandar572@gmail.com,085680347644,Padang,Sumatera Barat,2021-12-07,Female,25-34
CUST0366,Agus Hutapea,agushutapea475@yahoo.com,089571812982,Depok,Jawa Barat,2023-04-27,Male,25-34
CUST0367,Vivi Sari,vivisari904@yahoo.com,085714521117,Tangerang,Banten,2021-06-24,Female,25-34
CUST0368,Aulia Cahyani,auliacahyani388@yahoo.com,085860259222,Yogyakarta,DI Yogyakarta,2024-12-29,Female,18-24
CUST0369,Hasna Sinaga,hasnasinaga642@outlook.com,082112309407,Pekanbaru,Riau,2023-10-19,Female,25-34
CUST0370,Zahra Suryadi,zahrasuryadi603@yahoo.com,089577671990,Palembang,Sumatera Selatan,2024-01-26,Female,25-34
CUST0371,Iqbal Setiawan,iqbalsetiawan152@yahoo.com,081250209945,Bandung,Jawa Barat,2021-04-11,Male,18-24
CUST0372,Reza Fauzi,rezafauzi677@gmail.com,089699827950,Bandung,Jawa Barat,2022-09-05,Male,25-34
CUST0373,Joko Tanjung,jokotanjung67@gmail.com,085272145868,Semarang,Jawa Tengah,2024-11-26,Male,18-24
CUST0374,Risma Hutapea,rismahutapea496@gmail.com,089694695489,Pontianak,Kalimantan Barat,2022-12-26,Female,45+
CUST0375,Indra Hutapea,indrahutapea505@gmail.com,082193430107,Medan,Sumatera Utara,2022-03-01,Male,35-44
CUST0376,Pandu Pratama,pandupratama359@outlook.com,085830344144,Banjarmasin,Kalimantan Selatan,2024-02-01,Male,25-34
CUST0377,Nabila Hasanah,nabilahasanah406@outlook.com,,Pekanbaru,Riau,2021-03-14,Female,25-34
CUST0378,Vania Simbolon,vaniasimbolon918@gmail.com,085376084958,Balikpapan,Kalimantan Timur,2021-02-08,Female,18-24
CUST0379,Nanda Hidayat,nandahidayat288@yahoo.com,081256829962,Pontianak,Kalimantan Barat,2021-08-28,Male,35-44
CUST0380,Ferdi Putri,ferdiputri279@gmail.com,085617357438,Malang,Jawa Timur,2021-12-25,Male,18-24
CUST0381,Raka Permata,rakapermata455@gmail.com,085807823578,Malang,Jawa Timur,2022-11-02,Male,18-24
CUST0382,Bagus Lestari,baguslestari742@yahoo.com,081276810409,Bandung,Jawa Barat,2022-11-14,Male,25-34
CUST0383,Naila Yulianti,nailayulianti592@gmail.com,085235334485,Padang,Sumatera Barat,2024-10-06,Female,18-24
CUST0384,Tika Kurniawan,tikakurniawan982@gmail.com,087888138585,Denpasar,Bali,2021-10-17,Female,45+
CUST0385,Irfan Suryadi,irfansuryadi73@yahoo.com,085295870207,Surabaya,Jawa Timur,2021-08-05,Male,25-34
CUST0386,Cinta Wardani,cintawardani913@gmail.com,087879545381,Padang,Sumatera Barat,2024-03-08,Female,18-24
CUST0387,Rian Simbolon,riansimbolon467@gmail.com,085277332945,Depok,Jawa Barat,2022-01-11,Male,35-44
CUST0388,Arif Simbolon,arifsimbolon31@gmail.com,081371577245,Pontianak,Kalimantan Barat,2024-03-22,Male,18-24
CUST0389,Fatimah Santoso,fatimahsantoso570@outlook.com,089514876963,Pontianak,Kalimantan Barat,2022-05-15,Female,25-34
CUST0390,Rendi Hidayat,rendihidayat214@outlook.com,089696695832,Bandung,Jawa Barat,2024-12-28,Male,25-34
CUST0391,Tania Utami,taniautami334@gmail.com,085817246191,Pontianak,Kalimantan Barat,2023-02-16,Female,25-34
CUST0392,Agus Nugroho,agusnugroho837@yahoo.com,082190227846,Pontianak,Kalimantan Barat,2024-03-29,Male,25-34
CUST0393,Nadia Yulianti,nadiayulianti814@gmail.com,089546519098,Depok,Jawa Barat,2021-09-19,Female,35-44
CUST0394,Melati Setiawan,melatisetiawan721@gmail.com,085851403696,Bekasi,Jawa Barat,2024-12-28,Female,25-34
CUST0395,Mawar Susanti,mawarsusanti487@yahoo.com,082138656242,Makassar,Sulawesi Selatan,2021-01-24,Female,18-24
CUST0396,Hasna Manurung,hasnamanurung999@gmail.com,082112679692,Padang,Sumatera Barat,2023-11-10,Female,25-34
CUST0397,Rendi Aprilia,rendiaprilia191@yahoo.com,085690973846,Balikpapan,Kalimantan Timur,2024-03-26,Male,25-34
CUST0398,Irfan Pohan,irfanpohan116@outlook.com,087871284781,Banjarmasin,Kalimantan Selatan,2024-06-03,Male,18-24
CUST0399,Ratna Hidayat,ratnahidayat818@gmail.com,087849058077,Banjarmasin,Kalimantan Selatan,2023-08-19,Female,25-34
CUST0400,Bella Fauzi,bellafauzi172@outlook.com,081294940792,Manado,Sulawesi Utara,2021-04-16,Female,35-44
CUST0401,Ratna Cahyani,ratnacahyani294@gmail.com,085712814429,Denpasar,Bali,2022-07-18,Female,35-44
CUST0402,Nia Utami,niautami932@yahoo.com,087827524372,Banjarmasin,Kalimantan Selatan,2021-03-09,Female,25-34
CUST0403,Indah Utami,indahutami858@yahoo.com,085766372395,Surabaya,Jawa Timur,2024-08-08,Female,25-34
CUST0404,Agus Maharani,agusmaharani409@gmail.com,085747836674,Makassar,Sulawesi Selatan,2023-12-23,Male,35-44
CUST0405,Selvi Saputri,selvisaputri985@outlook.com,085801856945,Denpasar,Bali,2022-07-01,Female,35-44
CUST0406,Tania Iskandar,taniaiskandar792@gmail.com,089539385258,Jakarta,DKI Jakarta,2024-10-09,Female,18-24
CUST0407,Mega Santoso,megasantoso107@gmail.com,089575344300,Pontianak,Kalimantan Barat,2021-07-08,Female,18-24
CUST0408,Iqbal Utami,iqbalutami726@gmail.com,081319269212,Denpasar,Bali,2022-08-27,Male,25-34
CUST0409,Ridho Simbolon,ridhosimbolon788@outlook.com,085654214066,Bekasi,Jawa Barat,2021-05-04,Male,25-34
CUST0410,Adi Sinaga,adisinaga504@gmail.com,082296271286,Semarang,Jawa Tengah,2024-06-11,Male,25-34
CUST0411,Ferdi Hakim,ferdihakim36@gmail.com,081319470720,Surabaya,Jawa Timur,2024-09-23,Male,25-34
CUST0412,Salsa Iskandar,salsaiskandar4@gmail.com,085877661830,Depok,Jawa Barat,2024-11-12,Female,35-44
CUST0413,Risma Sembiring,rismasembiring342@outlook.com,,Padang,Sumatera Barat,2022-08-17,Female,25-34
CUST0414,Sri Saputri,srisaputri307@yahoo.com,089661571732,Surabaya,Jawa Timur,2022-01-31,Female,18-24
CUST0415,Hadi Manurung,hadimanurung65@gmail.com,085847870050,Bekasi,Jawa Barat,2021-03-29,Male,25-34
CUST0416,Karina Hutapea,karinahutapea963@gmail.com,089582931027,Jakarta,DKI Jakarta,2023-08-24,Female,45+
CUST0417,Hadi Lestari,hadilestari177@gmail.com,089504179291,Medan,Sumatera Utara,2021-08-22,Male,25-34
CUST0418,Doni Hidayat,donihidayat437@yahoo.com,085365198253,Surabaya,Jawa Timur,2024-04-29,Male,18-24
CUST0419,Tika Anggraini,tikaanggraini173@gmail.com,089658273902,Medan,Sumatera Utara,2024-07-18,Female,25-34
CUST0420,Andi Manurung,andimanurung7@gmail.com,081221946723,Makassar,Sulawesi Selatan,2024-08-03,Male,25-34
CUST0421,Anggi Wardani,anggiwardani709@gmail.com,081292791456,Jakarta,DKI Jakarta,2024-02-17,Female,18-24
CUST0422,Naila Santoso,nailasantoso371@gmail.com,085883734031,Makassar,Sulawesi Selatan,2024-11-04,Female,35-44
CUST0423,Indra Wardani,indrawardani687@yahoo.com,081205436459,Padang,Sumatera Barat,2021-03-30,Male,18-24
CUST0424,Mawar Wardani,mawarwardani805@yahoo.com,081278113799,Bekasi,Jawa Barat,2023-05-09,Female,18-24
CUST0425,Arif Hartono,arifhartono334@gmail.com,082213636317,Manado,Sulawesi Utara,2023-09-20,Male,18-24
CUST0426,Fitri Cahyani,fitricahyani183@gmail.com,085652735435,Makassar,Sulawesi Selatan,2021-03-07,Female,35-44
CUST0427,Wulan Kurniawan,wulankurniawan470@gmail.com,085625349292,Manado,Sulawesi Utara,2024-02-07,Female,35-44
CUST0428,Naila Manurung,nailamanurung606@yahoo.com,085774063356,Manado,Sulawesi Utara,2022-04-01,Female,35-44
CUST0429,Dimas Ginting,dimasginting428@gmail.com,081207806867,Medan,Sumatera Utara,2023-07-16,Male,25-34
CUST0430,Sonia Saputra,soniasaputra973@gmail.com,082225431074,Yogyakarta,DI Yogyakarta,2024-12-11,Female,25-34
CUST0431,Aji Wijaya,ajiwijaya475@gmail.com,082162570165,Banjarmasin,Kalimantan Selatan,2021-03-08,Male,25-34
CUST0432,Rian Cahyani,riancahyani590@gmail.com,082219508501,Depok,Jawa Barat,2023-01-19,Male,25-34
CUST0433,Kirana Wardani,kiranawardani722@gmail.com,081383253817,Manado,Sulawesi Utara,2024-12-10,Female,18-24
CUST0434,Doni Putri,doniputri920@outlook.com,085286401557,Pekanbaru,Riau,2023-10-24,Male,25-34
CUST0435,Fatimah Sembiring,fatimahsembiring922@gmail.com,085279513711,Depok,Jawa Barat,2022-01-02,Female,25-34
CUST0436,Hendra Maharani,hendramaharani115@outlook.com,089627238046,Balikpapan,Kalimantan Timur,2021-09-28,Male,25-34
CUST0437,Ratna Wijaya,ratnawijaya194@outlook.com,,Pekanbaru,Riau,2024-04-30,Female,35-44
CUST0438,Melati Sinaga,melatisinaga312@gmail.com,087824243754,Surabaya,Jawa Timur,2021-10-31,Female,25-34
CUST0439,Rani Cahyani,ranicahyani729@yahoo.com,085842222310,Bekasi,Jawa Barat,2024-03-22,Female,18-24
CUST0440,Mira Susanti,mirasusanti725@gmail.com,081255257828,Malang,Jawa Timur,2021-09-06,Female,45+
CUST0441,Zahra Anggraini,zahraanggraini951@gmail.com,085320885474,Manado,Sulawesi Utara,2024-09-27,Female,18-24
CUST0442,Rio Hasanah,riohasanah750@gmail.com,085702814069,Palembang,Sumatera Selatan,2023-07-03,Male,25-34
CUST0443,Olivia Permata,oliviapermata540@gmail.com,082243018718,Depok,Jawa Barat,2022-02-03,Female,25-34
CUST0444,Dion Setiawan,dionsetiawan408@outlook.com,082165650455,Malang,Jawa Timur,2023-07-02,Male,35-44
CUST0445,Hasna Sinaga,hasnasinaga823@gmail.com,085742662991,Makassar,Sulawesi Selatan,2022-03-02,Female,25-34
CUST0446,Bagus Hasanah,bagushasanah956@gmail.com,087861064628,Padang,Sumatera Barat,2024-12-25,Male,25-34
CUST0447,Yusuf Wardani,yusufwardani297@gmail.com,085870494787,Palembang,Sumatera Selatan,2021-02-24,Male,35-44
CUST0448,Maya Pohan,mayapohan670@gmail.com,089546273014,Pekanbaru,Riau,2021-05-17,Female,25-34
CUST0449,Hana Ginting,hanaginting890@gmail.com,085271589042,Manado,Sulawesi Utara,2021-04-30,Female,18-24
